Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option2 Name,Option2 Value,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Status
pulover-lana-merino,,,,,,,,,Bleumarin Închis,,L,PULOVER-LANA-MERINO-NAV-L,,shopify,6,deny,manual,449,549,TRUE,TRUE,https://picsum.photos/seed/pulover-lana-merino-4/1200/1400,4,Pulover din Lână Merino - imagine 4,FALSE,,,
pulover-lana-merino,,,,,,,,,Bleumarin Închis,,XL,PULOVER-LANA-MERINO-NAV-XL,,shopify,6,deny,manual,449,549,TRUE,TRUE,,,,FALSE,,,
pulover-lana-merino,,,,,,,,,Gri Piatră,,XS,PULOVER-LANA-MERINO-STO-XS,,shopify,6,deny,manual,449,549,TRUE,TRUE,,,,FALSE,,,
pulover-lana-merino,,,,,,,,,Gri Piatră,,S,PULOVER-LANA-MERINO-STO-S,,shopify,6,deny,manual,449,549,TRUE,TRUE,,,,FALSE,,,
pulover-lana-merino,,,,,,,,,Gri Piatră,,M,PULOVER-LANA-MERINO-STO-M,,shopify,6,deny,manual,449,549,TRUE,TRUE,,,,FALSE,,,
pulover-lana-merino,,,,,,,,,Gri Piatră,,L,PULOVER-LANA-MERINO-STO-L,,shopify,6,deny,manual,449,549,TRUE,TRUE,,,,FALSE,,,
pulover-lana-merino,,,,,,,,,Gri Piatră,,XL,PULOVER-LANA-MERINO-STO-XL,,shopify,6,deny,manual,449,549,TRUE,TRUE,,,,FALSE,,,
pulover-lana-merino,,,,,,,,,Negru Onyx,,XS,PULOVER-LANA-MERINO-BLA-XS,,shopify,6,deny,manual,449,549,TRUE,TRUE,,,,FALSE,,,
pulover-lana-merino,,,,,,,,,Negru Onyx,,S,PULOVER-LANA-MERINO-BLA-S,,shopify,6,deny,manual,449,549,TRUE,TRUE,,,,FALSE,,,
pulover-lana-merino,,,,,,,,,Negru Onyx,,M,PULOVER-LANA-MERINO-BLA-M,,shopify,6,deny,manual,449,549,TRUE,TRUE,,,,FALSE,,,
pulover-lana-merino,,,,,,,,,Negru Onyx,,L,PULOVER-LANA-MERINO-BLA-L,,shopify,6,deny,manual,449,549,TRUE,TRUE,,,,FALSE,,,
pulover-lana-merino,,,,,,,,,Negru Onyx,,XL,PULOVER-LANA-MERINO-BLA-XL,,shopify,6,deny,manual,449,549,TRUE,TRUE,,,,FALSE,,,
esarfa-matase,Eșarfă din Mătase Imprimată,"Eșarfa din mătase imprimată de la Loam este realizată din mătase 100%, cu un imprimeu exclusiv creat pentru colecția de sezon. Marginile rulate, cusute manual, adaugă o finisare impecabilă, tipică pieselor lucrate cu atenție la detalii. Cu dimensiunea de 90x90cm, este versatilă — o poți purta la gât, ca accesoriu de păr sau eșarfă de geantă. Eșarfa din Mătase Imprimată face parte din categoria Fashion de pe EstelaOferta.",Loam,Fashion,Fashion,,TRUE,Culoare,Smarald,,,ESARFA-MATASE-EME,,shopify,21,deny,manual,229,,TRUE,TRUE,https://picsum.photos/seed/esarfa-matase-1/1200/1400,1,Eșarfă din Mătase Imprimată - imagine 1,FALSE,Eșarfă din Mătase Imprimată,"Mătase 100%, imprimeu exclusiv, margini cusute manual.",active
esarfa-matase,,,,,,,,,Coniac,,,ESARFA-MATASE-COG,,shopify,21,deny,manual,229,,TRUE,TRUE,https://picsum.photos/seed/esarfa-matase-2/1200/1400,2,Eșarfă din Mătase Imprimată - imagine 2,FALSE,,,
esarfa-matase,,,,,,,,,Negru Onyx,,,ESARFA-MATASE-BLA,,shopify,21,deny,manual,229,,TRUE,TRUE,https://picsum.photos/seed/esarfa-matase-3/1200/1400,3,Eșarfă din Mătase Imprimată - imagine 3,FALSE,,,
esarfa-matase,,,,,,,,,,,,,,,,,,,,,,https://picsum.photos/seed/esarfa-matase-4/1200/1400,4,Eșarfă din Mătase Imprimată - imagine 4,,,,
curea-piele-reversibila,Curea din Piele Reversibilă,"Cureaua din piele reversibilă de la Norr este realizată din piele integrală, cu negru pe o parte și coniac pe cealaltă, astfel încât o singură curea acoperă două ținute diferite. Catarama rotativă schimbă instant culoarea vizibilă, fără a scoate cureaua din pantaloni. Lățimea de 3.5cm o face potrivită atât pentru ținute casual, cât și office. Cureaua din Piele Reversibilă este disponibilă în categoria Fashion de pe EstelaOferta, cu livrare rapidă.",Norr,Fashion,Fashion,,TRUE,Culoare,Negru Onyx,Mărime,S,CUREA-PIELE-REVERSIBILA-BLA-S,,shopify,13,deny,manual,199,,TRUE,TRUE,https://picsum.photos/seed/curea-piele-reversibila-1/1200/1400,1,Curea din Piele Reversibilă - imagine 1,FALSE,Curea din Piele Reversibilă,"Două culori într-o singură curea, cataramă rotativă.",active
curea-piele-reversibila,,,,,,,,,Negru Onyx,,M,CUREA-PIELE-REVERSIBILA-BLA-M,,shopify,13,deny,manual,199,,TRUE,TRUE,https://picsum.photos/seed/curea-piele-reversibila-2/1200/1400,2,Curea din Piele Reversibilă - imagine 2,FALSE,,,
curea-piele-reversibila,,,,,,,,,Negru Onyx,,L,CUREA-PIELE-REVERSIBILA-BLA-L,,shopify,13,deny,manual,199,,TRUE,TRUE,https://picsum.photos/seed/curea-piele-reversibila-3/1200/1400,3,Curea din Piele Reversibilă - imagine 3,FALSE,,,
curea-piele-reversibila,,,,,,,,,Negru Onyx,,XL,CUREA-PIELE-REVERSIBILA-BLA-XL,,shopify,13,deny,manual,199,,TRUE,TRUE,https://picsum.photos/seed/curea-piele-reversibila-4/1200/1400,4,Curea din Piele Reversibilă - imagine 4,FALSE,,,
curea-piele-reversibila,,,,,,,,,Coniac,,S,CUREA-PIELE-REVERSIBILA-COG-S,,shopify,13,deny,manual,199,,TRUE,TRUE,,,,FALSE,,,
curea-piele-reversibila,,,,,,,,,Coniac,,M,CUREA-PIELE-REVERSIBILA-COG-M,,shopify,13,deny,manual,199,,TRUE,TRUE,,,,FALSE,,,
curea-piele-reversibila,,,,,,,,,Coniac,,L,CUREA-PIELE-REVERSIBILA-COG-L,,shopify,13,deny,manual,199,,TRUE,TRUE,,,,FALSE,,,
curea-piele-reversibila,,,,,,,,,Coniac,,XL,CUREA-PIELE-REVERSIBILA-COG-XL,,shopify,13,deny,manual,199,,TRUE,TRUE,,,,FALSE,,,
ochelari-aviator,Ochelari de Soare Aviator,"Ochelarii de soare aviator de la Vantage reinterpretează un model clasic, cu lentile polarizate UV400 care reduc strălucirea și protejează ochii pe zile însorite. Rama metalică ultra-ușoară este finisată manual pentru un aspect premium, iar balamalele elastice se adaptează formei feței pentru un confort mai bun. Vin cu husă rigidă inclusă pentru protecție pe drum. Ochelarii Aviator fac parte din categoria Fashion de pe EstelaOferta.",Vantage,Fashion,Fashion,flash-deal,TRUE,Culoare,Negru Onyx,,,OCHELARI-AVIATOR-BLA,,shopify,41,deny,manual,349,429,TRUE,TRUE,https://picsum.photos/seed/ochelari-aviator-1/1200/1400,1,Ochelari de Soare Aviator - imagine 1,FALSE,Ochelari de Soare Aviator,"Lentile polarizate UV400, ramă metalică ușoară.",active
ochelari-aviator,,,,,,,,,Coniac,,,OCHELARI-AVIATOR-COG,,shopify,41,deny,manual,349,429,TRUE,TRUE,https://picsum.photos/seed/ochelari-aviator-2/1200/1400,2,Ochelari de Soare Aviator - imagine 2,FALSE,,,
ochelari-aviator,,,,,,,,,,,,,,,,,,,,,,https://picsum.photos/seed/ochelari-aviator-3/1200/1400,3,Ochelari de Soare Aviator - imagine 3,,,,
ochelari-aviator,,,,,,,,,,,,,,,,,,,,,,https://picsum.photos/seed/ochelari-aviator-4/1200/1400,4,Ochelari de Soare Aviator - imagine 4,,,,
geanta-crossbody,Geantă Crossbody Compactă,"Geanta crossbody compactă de la Kessel este realizată din piele integrală și gândită exact pentru esențialele zilnice — telefon, card, chei. Cureaua ajustabilă și fermoarul securizat oferă confort și siguranță, iar buzunarul interior cu compartimente pentru carduri organizează spațiul intern. Este disponibilă în mai multe culori, de la coniac la negru. Comandă Geanta Crossbody Compactă din categoria Fashion de pe EstelaOferta, cu livrare rapidă și garanție.",Kessel,Fashion,Fashion,new,TRUE,Culoare,Coniac,,,GEANTA-CROSSBODY-COG,,shopify,24,deny,manual,329,399,TRUE,TRUE,https://picsum.photos/seed/geanta-crossbody-1/1200/1400,1,Geantă Crossbody Compactă - imagine 1,FALSE,Geantă Crossbody Compactă,"Piele integrală, format compact pentru esențiale zilnice.",active
geanta-crossbody,,,,,,,,,Negru Onyx,,,GEANTA-CROSSBODY-BLA,,shopify,24,deny,manual,329,399,TRUE,TRUE,https://picsum.photos/seed/geanta-crossbody-2/1200/1400,2,Geantă Crossbody Compactă - imagine 2,FALSE,,,
geanta-crossbody,,,,,,,,,Gri Piatră,,,GEANTA-CROSSBODY-STO,,shopify,24,deny,manual,329,399,TRUE,TRUE,https://picsum.photos/seed/geanta-crossbody-3/1200/1400,3,Geantă Crossbody Compactă - imagine 3,FALSE,,,
geanta-crossbody,,,,,,,,,,,,,,,,,,,,,,https://picsum.photos/seed/geanta-crossbody-4/1200/1400,4,Geantă Crossbody Compactă - imagine 4,,,,
sneakers-minimalist,Sneakers Casual Minimalist,"Sneakers-ii casual minimalist de la Auric sunt realizați din piele întoarsă premium, cu talpă din cauciuc reciclat care amortizează pasul pe tot parcursul zilei. Designul curat, fără elemente în plus, îi face ușor de asortat cu ținute casual sau smart-casual, iar căptușeala respirabilă menține confortul pe orele lungi. Sunt disponibili în mărimile 39-45. Sneakers Minimalist face parte din categoria Fashion de pe EstelaOferta, cu livrare rapidă.",Auric,Fashion,Fashion,"bestseller, flash-deal",TRUE,Culoare,Alb Crem,Mărime,39,SNEAKERS-MINIMALIST-WHI-39,,shopify,5,deny,manual,449,549,TRUE,TRUE,https://picsum.photos/seed/sneakers-minimalist-1/1200/1400,1,Sneakers Casual Minimalist - imagine 1,FALSE,Sneakers Casual Minimalist,Piele întoarsă și talpă din cauciuc reciclat.,active
sneakers-minimalist,,,,,,,,,Alb Crem,,40,SNEAKERS-MINIMALIST-WHI-40,,shopify,5,deny,manual,449,549,TRUE,TRUE,https://picsum.photos/seed/sneakers-minimalist-2/1200/1400,2,Sneakers Casual Minimalist - imagine 2,FALSE,,,
sneakers-minimalist,,,,,,,,,Alb Crem,,41,SNEAKERS-MINIMALIST-WHI-41,,shopify,5,deny,manual,449,549,TRUE,TRUE,https://picsum.photos/seed/sneakers-minimalist-3/1200/1400,3,Sneakers Casual Minimalist - imagine 3,FALSE,,,
sneakers-minimalist,,,,,,,,,Alb Crem,,42,SNEAKERS-MINIMALIST-WHI-42,,shopify,5,deny,manual,449,549,TRUE,TRUE,https://picsum.photos/seed/sneakers-minimalist-4/1200/1400,4,Sneakers Casual Minimalist - imagine 4,FALSE,,,
sneakers-minimalist,,,,,,,,,Alb Crem,,43,SNEAKERS-MINIMALIST-WHI-43,,shopify,5,deny,manual,449,549,TRUE,TRUE,,,,FALSE,,,
sneakers-minimalist,,,,,,,,,Alb Crem,,44,SNEAKERS-MINIMALIST-WHI-44,,shopify,5,deny,manual,449,549,TRUE,TRUE,,,,FALSE,,,
sneakers-minimalist,,,,,,,,,Alb Crem,,45,SNEAKERS-MINIMALIST-WHI-45,,shopify,5,deny,manual,449,549,TRUE,TRUE,,,,FALSE,,,
sneakers-minimalist,,,,,,,,,Negru Onyx,,39,SNEAKERS-MINIMALIST-BLA-39,,shopify,5,deny,manual,449,549,TRUE,TRUE,,,,FALSE,,,
sneakers-minimalist,,,,,,,,,Negru Onyx,,40,SNEAKERS-MINIMALIST-BLA-40,,shopify,5,deny,manual,449,549,TRUE,TRUE,,,,FALSE,,,
sneakers-minimalist,,,,,,,,,Negru Onyx,,41,SNEAKERS-MINIMALIST-BLA-41,,shopify,5,deny,manual,449,549,TRUE,TRUE,,,,FALSE,,,
sneakers-minimalist,,,,,,,,,Negru Onyx,,42,SNEAKERS-MINIMALIST-BLA-42,,shopify,5,deny,manual,449,549,TRUE,TRUE,,,,FALSE,,,
sneakers-minimalist,,,,,,,,,Negru Onyx,,43,SNEAKERS-MINIMALIST-BLA-43,,shopify,5,deny,manual,449,549,TRUE,TRUE,,,,FALSE,,,
sneakers-minimalist,,,,,,,,,Negru Onyx,,44,SNEAKERS-MINIMALIST-BLA-44,,shopify,5,deny,manual,449,549,TRUE,TRUE,,,,FALSE,,,
sneakers-minimalist,,,,,,,,,Negru Onyx,,45,SNEAKERS-MINIMALIST-BLA-45,,shopify,5,deny,manual,449,549,TRUE,TRUE,,,,FALSE,,,
sneakers-minimalist,,,,,,,,,Gri Piatră,,39,SNEAKERS-MINIMALIST-STO-39,,shopify,5,deny,manual,449,549,TRUE,TRUE,,,,FALSE,,,
sneakers-minimalist,,,,,,,,,Gri Piatră,,40,SNEAKERS-MINIMALIST-STO-40,,shopify,5,deny,manual,449,549,TRUE,TRUE,,,,FALSE,,,
sneakers-minimalist,,,,,,,,,Gri Piatră,,41,SNEAKERS-MINIMALIST-STO-41,,shopify,5,deny,manual,449,549,TRUE,TRUE,,,,FALSE,,,
sneakers-minimalist,,,,,,,,,Gri Piatră,,42,SNEAKERS-MINIMALIST-STO-42,,shopify,5,deny,manual,449,549,TRUE,TRUE,,,,FALSE,,,
sneakers-minimalist,,,,,,,,,Gri Piatră,,43,SNEAKERS-MINIMALIST-STO-43,,shopify,5,deny,manual,449,549,TRUE,TRUE,,,,FALSE,,,
sneakers-minimalist,,,,,,,,,Gri Piatră,,44,SNEAKERS-MINIMALIST-STO-44,,shopify,5,deny,manual,449,549,TRUE,TRUE,,,,FALSE,,,
sneakers-minimalist,,,,,,,,,Gri Piatră,,45,SNEAKERS-MINIMALIST-STO-45,,shopify,5,deny,manual,449,549,TRUE,TRUE,,,,FALSE,,,
palton-lana-oversized,Palton din Lână Oversized,"Paltonul din lână oversized de la Vantage este confecționat dintr-un amestec premium de lână, cu o croială largă, gândită pentru straturi confortabile în sezonul rece. Căptușeala interioară moale și buzunarele laterale ascunse completează o piesă practică, la fel de potrivită pentru oraș cât și pentru ținute mai elegante. Este disponibil în mărimi de la S la XL. Paltonul din Lână Oversized face parte din categoria Fashion de pe EstelaOferta.",Vantage,Fashion,Fashion,new,TRUE,Culoare,Negru Onyx,Mărime,S,PALTON-LANA-OVERSIZED-BLA-S,,shopify,2,deny,manual,649,799,TRUE,TRUE,https://picsum.photos/seed/palton-lana-oversized-1/1200/1400,1,Palton din Lână Oversized - imagine 1,FALSE,Palton din Lână Oversized,"Amestec de lână, croială oversized pentru sezonul rece.",active
palton-lana-oversized,,,,,,,,,Negru Onyx,,M,PALTON-LANA-OVERSIZED-BLA-M,,shopify,2,deny,manual,649,799,TRUE,TRUE,https://picsum.photos/seed/palton-lana-oversized-2/1200/1400,2,Palton din Lână Oversized - imagine 2,FALSE,,,
palton-lana-oversized,,,,,,,,,Negru Onyx,,L,PALTON-LANA-OVERSIZED-BLA-L,,shopify,2,deny,manual,649,799,TRUE,TRUE,https://picsum.photos/seed/palton-lana-oversized-3/1200/1400,3,Palton din Lână Oversized - imagine 3,FALSE,,,
palton-lana-oversized,,,,,,,,,Negru Onyx,,XL,PALTON-LANA-OVERSIZED-BLA-XL,,shopify,2,deny,manual,649,799,TRUE,TRUE,https://picsum.photos/seed/palton-lana-oversized-4/1200/1400,4,Palton din Lână Oversized - imagine 4,FALSE,,,
palton-lana-oversized,,,,,,,,,Gri Piatră,,S,PALTON-LANA-OVERSIZED-STO-S,,shopify,2,deny,manual,649,799,TRUE,TRUE,,,,FALSE,,,
palton-lana-oversized,,,,,,,,,Gri Piatră,,M,PALTON-LANA-OVERSIZED-STO-M,,shopify,2,deny,manual,649,799,TRUE,TRUE,,,,FALSE,,,
palton-lana-oversized,,,,,,,,,Gri Piatră,,L,PALTON-LANA-OVERSIZED-STO-L,,shopify,2,deny,manual,649,799,TRUE,TRUE,,,,FALSE,,,
palton-lana-oversized,,,,,,,,,Gri Piatră,,XL,PALTON-LANA-OVERSIZED-STO-XL,,shopify,2,deny,manual,649,799,TRUE,TRUE,,,,FALSE,,,
palton-lana-oversized,,,,,,,,,Bleumarin Închis,,S,PALTON-LANA-OVERSIZED-NAV-S,,shopify,2,deny,manual,649,799,TRUE,TRUE,,,,FALSE,,,
palton-lana-oversized,,,,,,,,,Bleumarin Închis,,M,PALTON-LANA-OVERSIZED-NAV-M,,shopify,2,deny,manual,649,799,TRUE,TRUE,,,,FALSE,,,
palton-lana-oversized,,,,,,,,,Bleumarin Închis,,L,PALTON-LANA-OVERSIZED-NAV-L,,shopify,2,deny,manual,649,799,TRUE,TRUE,,,,FALSE,,,
palton-lana-oversized,,,,,,,,,Bleumarin Închis,,XL,PALTON-LANA-OVERSIZED-NAV-XL,,shopify,2,deny,manual,649,799,TRUE,TRUE,,,,FALSE,,,
rucsac-laptop-impermeabil,Rucsac Laptop Impermeabil,"Rucsacul laptop impermeabil de la Norr are un compartiment căptușit pentru laptopuri de până la 16 inch, protejat de un material exterior rezistent la stropi și ploaie ușoară. Portul USB extern permite încărcarea telefonului direct din rucsac, iar spatele ergonomic ventilat reduce transpirația pe parcursul zilei. Este potrivit atât pentru navetă, cât și pentru călătorii scurte. Rucsacul Laptop Impermeabil este disponibil în categoria Fashion de pe EstelaOferta, cu livrare rapidă.",Norr,Fashion,Fashion,new,TRUE,Culoare,Negru Onyx,,,RUCSAC-LAPTOP-IMPERMEABIL-BLA,,shopify,33,deny,manual,289,349,TRUE,TRUE,https://picsum.photos/seed/rucsac-laptop-impermeabil-1/1200/1400,1,Rucsac Laptop Impermeabil - imagine 1,FALSE,Rucsac Laptop Impermeabil,"Material impermeabil, compartiment dedicat pentru laptop de 16"".",active
rucsac-laptop-impermeabil,,,,,,,,,Gri Piatră,,,RUCSAC-LAPTOP-IMPERMEABIL-STO,,shopify,33,deny,manual,289,349,TRUE,TRUE,https://picsum.photos/seed/rucsac-laptop-impermeabil-2/1200/1400,2,Rucsac Laptop Impermeabil - imagine 2,FALSE,,,
rucsac-laptop-impermeabil,,,,,,,,,,,,,,,,,,,,,,https://picsum.photos/seed/rucsac-laptop-impermeabil-3/1200/1400,3,Rucsac Laptop Impermeabil - imagine 3,,,,
rucsac-laptop-impermeabil,,,,,,,,,,,,,,,,,,,,,,https://picsum.photos/seed/rucsac-laptop-impermeabil-4/1200/1400,4,Rucsac Laptop Impermeabil - imagine 4,,,,
set-cutite-chefline-pro,Set Cuțite Bucătărie ChefLine Pro,"Setul de cuțite de bucătărie ChefLine Pro de la Norr include 6 cuțite din oțel inoxidabil de înaltă calitate, ascuțite din fabrică la un unghi de 15° pentru tăiere precisă. Mânerele ergonomice antiderapante oferă control sigur, iar suportul din lemn de fag inclus păstrează cuțitele organizate și protejate. Este un set complet pentru orice bucătărie, de la tăiat legume la dezosat carne. Setul ChefLine Pro face parte din categoria Bucătărie de pe EstelaOferta, cu livrare rapidă.",Norr,Bucătărie,Bucătărie,bestseller,TRUE,Culoare,Negru Onyx,,,SET-CUTITE-CHEFLINE-PRO-BLA,,shopify,20,deny,manual,249,349,TRUE,TRUE,https://picsum.photos/seed/set-cutite-chefline-pro-1/1200/1400,1,Set Cuțite Bucătărie ChefLine Pro - imagine 1,FALSE,Set Cuțite Bucătărie ChefLine Pro,"6 cuțite din oțel inoxidabil german, cu suport din lemn inclus.",active
set-cutite-chefline-pro,,,,,,,,,Gri Piatră,,,SET-CUTITE-CHEFLINE-PRO-STO,,shopify,20,deny,manual,249,349,TRUE,TRUE,https://picsum.photos/seed/set-cutite-chefline-pro-2/1200/1400,2,Set Cuțite Bucătărie ChefLine Pro - imagine 2,FALSE,,,
set-cutite-chefline-pro,,,,,,,,,,,,,,,,,,,,,,https://picsum.photos/seed/set-cutite-chefline-pro-3/1200/1400,3,Set Cuțite Bucătărie ChefLine Pro - imagine 3,,,,
set-cutite-chefline-pro,,,,,,,,,,,,,,,,,,,,,,https://picsum.photos/seed/set-cutite-chefline-pro-4/1200/1400,4,Set Cuțite Bucătărie ChefLine Pro - imagine 4,,,,
vas-fonta-emailata-5l,Vas Gătit din Fontă Emailată 5L,"Vasul de gătit din fontă emailată de 5L de la Kessel distribuie căldura uniform, ideal pentru tocănițe și fripturi gătite la foc mic, timp îndelungat. Este compatibil cu toate tipurile de plite, inclusiv inducție, și poate fi folosit direct în cuptor. Capacul cu etanșare păstrează umiditatea în vas, pentru preparate mai fragede. Vasul din Fontă Emailată 5L este disponibil în categoria Bucătărie de pe EstelaOferta.",Kessel,Bucătărie,Bucătărie,new,TRUE,Culoare,Smarald,,,VAS-FONTA-EMAILATA-5L-EME,4800,shopify,11,deny,manual,389,499,TRUE,TRUE,https://picsum.photos/seed/vas-fonta-emailata-5l-1/1200/1400,1,Vas Gătit din Fontă Emailată 5L - imagine 1,FALSE,Vas Gătit din Fontă Emailată 5L,"Distribuție uniformă a căldurii, potrivit pentru toate tipurile de plite.",active
vas-fonta-emailata-5l,,,,,,,,,Negru Onyx,,,VAS-FONTA-EMAILATA-5L-BLA,4800,shopify,11,deny,manual,389,499,TRUE,TRUE,https://picsum.photos/seed/vas-fonta-emailata-5l-2/1200/1400,2,Vas Gătit din Fontă Emailată 5L - imagine 2,FALSE,,,
vas-fonta-emailata-5l,,,,,,,,,,,,,,,,,,,,,,https://picsum.photos/seed/vas-fonta-emailata-5l-3/1200/1400,3,Vas Gătit din Fontă Emailată 5L - imagine 3,,,,
vas-fonta-emailata-5l,,,,,,,,,,,,,,,,,,,,,,https://picsum.photos/seed/vas-fonta-emailata-5l-4/1200/1400,4,Vas Gătit din Fontă Emailată 5L - imagine 4,,,,
set-recipiente-freshbox,Set Recipiente Depozitare Alimente FreshBox,"Setul de recipiente de depozitare FreshBox de la Loam include 10 recipiente din plastic fără BPA, cu capace ermetice care păstrează alimentele proaspete mai mult timp. Sunt sigure pentru frigider, congelator și microunde, iar designul stivuibil economisește spațiu în dulap sau cămară. Este o soluție practică pentru organizarea meselor pregătite din timp. Setul FreshBox face parte din categoria Bucătărie de pe EstelaOferta, cu livrare rapidă.",Loam,Bucătărie,Bucătărie,,TRUE,Culoare,Alb Crem,,,SET-RECIPIENTE-FRESHBOX-WHI,,shopify,27,deny,manual,129,,TRUE,TRUE,https://picsum.photos/seed/set-recipiente-freshbox-1/1200/1400,1,Set Recipiente Depozitare Alimente FreshBox - imagine 1,FALSE,Set Recipiente Depozitare Alimente FreshBox,"10 recipiente ermetice, fără BPA, stivuibile.",active
set-recipiente-freshbox,,,,,,,,,Nisipiu,,,SET-RECIPIENTE-FRESHBOX-SAN,,shopify,27,deny,manual,129,,TRUE,TRUE,https://picsum.photos/seed/set-recipiente-freshbox-2/1200/1400,2,Set Recipiente Depozitare Alimente FreshBox - imagine 2,FALSE,,,
set-recipiente-freshbox,,,,,,,,,,,,,,,,,,,,,,https://picsum.photos/seed/set-recipiente-freshbox-3/1200/1400,3,Set Recipiente Depozitare Alimente FreshBox - imagine 3,,,,
set-recipiente-freshbox,,,,,,,,,,,,,,,,,,,,,,https://picsum.photos/seed/set-recipiente-freshbox-4/1200/1400,4,Set Recipiente Depozitare Alimente FreshBox - imagine 4,,,,
balanta-digitala-preciweigh,Balanță Bucătărie Digitală PreciWeigh,"Balanța digitală de bucătărie PreciWeigh de la Auric cântărește cu precizie de 1 gram, utilă pentru rețete unde dozajul contează. Platforma din sticlă călită este ușor de curățat, iar funcția de tarare permite cântărirea ingredientelor direct în bol, fără vase suplimentare. Oprirea automată prelungește durata de viață a bateriei. Balanța PreciWeigh este disponibilă în categoria Bucătărie de pe EstelaOferta.",Auric,Bucătărie,Bucătărie,,TRUE,Culoare,Negru Onyx,,,BALANTA-DIGITALA-PRECIWEIGH-BLA,,shopify,24,deny,manual,89,,TRUE,TRUE,https://picsum.photos/seed/balanta-digitala-preciweigh-1/1200/1400,1,Balanță Bucătărie Digitală PreciWeigh - imagine 1,FALSE,Balanță Bucătărie Digitală PreciWeigh,"Precizie de 1g, platformă din sticlă călită.",active
balanta-digitala-preciweigh,,,,,,,,,Alb Crem,,,BALANTA-DIGITALA-PRECIWEIGH-WHI,,shopify,24,deny,manual,89,,TRUE,TRUE,https://picsum.photos/seed/balanta-digitala-preciweigh-2/1200/1400,2,Balanță Bucătărie Digitală PreciWeigh - imagine 2,FALSE,,,
balanta-digitala-preciweigh,,,,,,,,,,,,,,,,,,,,,,https://picsum.photos/seed/balanta-digitala-preciweigh-3/1200/1400,3,Balanță Bucătărie Digitală PreciWeigh - imagine 3,,,,
balanta-digitala-preciweigh,,,,,,,,,,,,,,,,,,,,,,https://picsum.photos/seed/balanta-digitala-preciweigh-4/1200/1400,4,Balanță Bucătărie Digitală PreciWeigh - imagine 4,,,,
set-prosoape-softtouch,Set Prosoape Bumbac Organic SoftTouch,"Setul de prosoape SoftTouch de la Loam include 6 piese (2 față, 2 mâini, 2 baie) din bumbac organic 100%, certificate OEKO-TEX. Absorbția ridicată și uscarea rapidă le fac potrivite pentru utilizare zilnică, iar textura moale se păstrează spălare după spălare. Este un set complet pentru o baie organizată, fără cumpărături separate pentru fiecare piesă. Setul SoftTouch face parte din categoria Baie de pe EstelaOferta, cu livrare rapidă.",Loam,Baie,Baie,bestseller,TRUE,Culoare,Alb Crem,,,SET-PROSOAPE-SOFTTOUCH-WHI,,shopify,20,deny,manual,159,219,TRUE,TRUE,https://picsum.photos/seed/set-prosoape-softtouch-1/1200/1400,1,Set Prosoape Bumbac Organic SoftTouch - imagine 1,FALSE,Set Prosoape Bumbac Organic SoftTouch,"6 prosoape din bumbac organic 100%, absorbție ridicată.",active
set-prosoape-softtouch,,,,,,,,,Nisipiu,,,SET-PROSOAPE-SOFTTOUCH-SAN,,shopify,20,deny,manual,159,219,TRUE,TRUE,https://picsum.photos/seed/set-prosoape-softtouch-2/1200/1400,2,Set Prosoape Bumbac Organic SoftTouch - imagine 2,FALSE,,,
set-prosoape-softtouch,,,,,,,,,Gri Piatră,,,SET-PROSOAPE-SOFTTOUCH-STO,,shopify,20,deny,manual,159,219,TRUE,TRUE,https://picsum.photos/seed/set-prosoape-softtouch-3/1200/1400,3,Set Prosoape Bumbac Organic SoftTouch - imagine 3,FALSE,,,
set-prosoape-softtouch,,,,,,,,,,,,,,,,,,,,,,https://picsum.photos/seed/set-prosoape-softtouch-4/1200/1400,4,Set Prosoape Bumbac Organic SoftTouch - imagine 4,,,,
covor-baie-plushstep,Covor Baie Antiderapant PlushStep,"Covorul de baie antiderapant PlushStep de la Norr este realizat din microfibră moale, cu talpă din cauciuc care previne alunecarea pe suprafețe umede. Se usucă rapid și poate fi spălat la mașină, ceea ce simplifică întreținerea pe termen lung. Este disponibil în mai multe culori, potrivite pentru orice stil de baie. Covorul PlushStep este disponibil în categoria Baie de pe EstelaOferta.",Norr,Baie,Baie,new,TRUE,Culoare,Bleumarin Închis,,,COVOR-BAIE-PLUSHSTEP-NAV,,shopify,22,deny,manual,99,,TRUE,TRUE,https://picsum.photos/seed/covor-baie-plushstep-1/1200/1400,1,Covor Baie Antiderapant PlushStep - imagine 1,FALSE,Covor Baie Antiderapant PlushStep,"Talpă antiderapantă, se usucă rapid.",active
covor-baie-plushstep,,,,,,,,,Nisipiu,,,COVOR-BAIE-PLUSHSTEP-SAN,,shopify,22,deny,manual,99,,TRUE,TRUE,https://picsum.photos/seed/covor-baie-plushstep-2/1200/1400,2,Covor Baie Antiderapant PlushStep - imagine 2,FALSE,,,
covor-baie-plushstep,,,,,,,,,,,,,,,,,,,,,,https://picsum.photos/seed/covor-baie-plushstep-3/1200/1400,3,Covor Baie Antiderapant PlushStep - imagine 3,,,,
